NRO,UMP,SUBMUESTRA,AMBITO,MACROREGION,DOMINIOGEO,SEXO,EDAD,GEDAD,NSE1,NSEGRUP,NIVEDU,PESO,P81,P82A,P82B,P82C,P82D,P82E,P82F,P83,P84,P85A,P85B,P85C,P85D,P85E,P85F,P85G,P85H,P85I,P85J,P85K,P85L,P86A,P86B,P86C,P86D,P86E,P86F,P86G,P87
1532,307,6,2,5,4,2,29,1,3,2,6,.523715552000166,8,4,4,4,4,4,4, ,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,4,4,3,1,1,8
1533,307,6,2,5,4,2,33,2,4,3,5,.523715552000166,4,2,3,4,8,4,4,8,8,3,1,8,1,1,2,8,1,8,8,2,3,2,2,4,4,3,2,1,4
1534,307,6,2,5,4,2,68,3,4,3,4,.523715552000166,5,2,4,4,8,4,4,8,8,8,8,8,2,1,8,8,2,8,8,2,2,3,4,4,4,4,3,8,2
1535,307,6,2,5,4,1,68,3,3,2,6,.523715552000166,5,2,2,4,7,4,4,8,6,2,8,2,3,2,8,8,2,8,8,2,4,3,4,4,4,2,2,8,2
1536,308,6,2,5,4,1,81,3,5,3,3,.523715552000166,8,4,4,4,7,3,4,8,8,3,8,8,2,2,8,8,2,8,8,2,3,8,8,8,8,8,8,8,3
1537,308,6,2,5,4,1,44,2,3,2,6,.523715552000166,4,1,2,4,4,4,3,2,5,3,3,2,3,2,3,1,1,8,3,2,4,2,4,4,4,2,2,2,3
1538,308,6,2,5,4,1,27,1,4,3,6,.523715552000166,8,1,2,4,4,4,4,8,8,2,8,8,2,2,2,2,2,8,8,2,3,1,4,4,4,2,1,1,3
1539,308,6,2,5,4,1,49,3,4,3,5,.523715552000166,3,1,1,4,4,4,4,8,5,2,2,3,2,2,2,2,8,8,2,2,2,2,4,4,4,1,1,2,3
1540,308,6,2,5,4,2,72,3,4,3,4,.523715552000166,8,3,4,4,7,4,4,8,8,2,8,8,2,2,3,8,2,8,8,2,2,8,8,8,8,3,3,8,4
1541,309,6,2,5,4,2,36,2,4,3,6,.523715552000166,8,1,1,4,4,4,4,8,4,2,3,8,2,2,2,2,2,8,8,2,2,2,4,4,3,2,2,2,2
1542,309,6,2,5,4,2,20,1,3,2,10,.523715552000166,8,2,2,4,7,7,4,8,6,3,8,8,2,2,2,8,3,8,2,2,2,2,3,3,1,4,2,2,3
1543,309,6,2,5,4,2,64,3,4,3,4,.523715552000166,4,2,4,4,4,4,4,8,6,2,2,8,2,2,2,2,2,3,8,4,3,2,1,4,4,2,3,2,3
1544,309,6,2,5,4,1,39,2,4,3,5,.523715552000166,5,2,4,4,8,8,4,8,5,3,2,2,2,2,3,2,1,8,8,2,4,4,4,4,4,1,1,1,3
1545,309,6,2,5,4,1,23,1,3,2,7,.523715552000166,6,1,2,4,7,4,4,8,6,2,1,2,1,1,3,2,2,2,3,2,3,2,3,4,4,1,1,1,3
1546,310,6,2,5,4,1,23,1,4,3,7,.523715552000166,8,1,2,4,7,7,4,8,8,2,3,3,2,2,3,2,2,8,8,2,2,2,4,4,2,2,2,2,3
1547,310,6,2,5,4,2,58,3,5,3,3,.523715552000166,8,2,3,4,4,4,4,8,5,2,3,8,2,2,2,8,2,8,3,2,3,4,4,4,4,3,3,3,4
1548,310,6,2,5,4,2,47,3,2,1,9,.523715552000166,8,1,3,4,4,4,4,8,8,2,3,2,2,2,8,1,1,8,8,1,2,3,4,4,4,3,3,3,3
1549,310,6,2,5,4,1,55,3,3,2,8,.523715552000166,3,2,4,4,4,4,4,4,8,1,3,8,3,1,2,3,2,8,3,2,3,4,4,4,3,3,3,3,4
1550,310,6,2,5,4,1,30,2,4,3,7,.523715552000166,5,1,3,4,7,4,4,2,5,3,8,2,3,1,3,8,2,3,3,2,4,3,4,4,2,2,2,2,2
1551,311,6,2,5,4,1,53,3,4,3,6,.523715552000166,4,2,2,4,4,7,4,8,8,3,2,2,3,3,3,8,2,2,3,3,2,4,4,4,4,4,2,2,3
1552,311,6,2,5,4,2,26,1,4,3,7,.523715552000166,1,1,1,4,4,4,1,2,4,3,2,3,2,1,2,2,1,3,2,1,2,3,4,3,4,2,3,1,3
1553,311,6,2,5,4,1,60,3,4,3,6,.523715552000166,8,4,4,4,4,4,4, ,3,3,8,8,2,3,8,3,1,8,8,2,3,1,2,4,2,2,4,4,3
1554,311,6,2,5,4,1,21,1,4,3,6,.523715552000166,3,4,2,4,7,7,2,2,4,3,2,2,1,1,3,2,2,3,2,3,3,2,2,2,2,4,2,2,2
1555,311,6,2,5,4,2,46,3,4,3,3,.523715552000166,2,4,4,4,7,7,4, ,4,3,2,8,2,1,8,3,1,8,8,2,4,2,2,2,4,4,4,4,2
1556,312,6,2,5,4,2,28,1,4,3,6,.523715552000166,5,4,4,4,4,4,4, ,4,2,2,3,3,2,2,3,2,2,2,2,2,1,1,1,4,4,4,2,2
1557,312,6,2,5,4,2,37,2,5,3,6,.523715552000166,8,2,4,4,4,4,4,8,2,2,4,4,4,4,4,4,2,2,4,3,4,3,2,4,2,2,2,2,3
1558,312,6,2,5,4,2,61,3,3,2,8,.523715552000166,8,4,3,4,4,4,4,2,5,3,2,2,3,3,8,3,2,8,8,3,3,4,4,4,4,4,2,2,2
1559,312,6,2,5,4,1,35,2,2,1,8,.523715552000166,8,1,3,2,4,3,4,9,9,1,8,8,1,1,1,8,1,1,8,1,1,1,1,2,2,1,1,1,4
1560,312,6,2,5,4,1,20,1,2,1,9,.523715552000166,3,2,1,4,7,4,4,2,3,3,2,2,3,3,3,3,2,8,8,3,3,4,4,4,4,4,4,4,2
1561,313,6,2,5,4,2,50,3,2,1,10,.523715552000166,3,2,2,4,7,4,4,2,5,4,4,2,3,3,3,3,2,3,3,3,3,4,4,4,2,2,2,4,3
1562,313,6,2,5,4,2,18,1,4,3,6,.523715552000166,8,3,4,4,4,4,4,2,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,2,2,2
1563,313,6,2,5,4,2,30,2,2,1,8,.523715552000166,1,4,2,4,4,4,4,2,3,3,2,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,2,3
1564,313,6,2,5,4,1,37,2,3,2,6,.523715552000166,8,4,4,4,4,4,4, ,3,2,2,2,2,3,3,3,2,3,3,3,3,4,4,4,3,3,2,1,2
1565,313,6,2,5,4,1,32,2,4,3,7,.523715552000166,3,4,3,4,4,4,4,3,4,2,2,2,3,3,3,3,2,3,3,3,3,4,3,3,3,4,2,4,3
1566,314,6,2,5,4,1,50,3,4,3,10,.523715552000166,2,4,4,4,4,4,4, ,2,2,2,2,3,3,3,3,1,2,3,3,3,4,4,4,4,4,2,2,3
1567,314,6,2,5,4,1,18,1,5,3,5,.523715552000166,3,2,2,4,7,3,4,2,3,2,1,2,3,4,3,1,2,2,2,2,3,2,4,4,4,2,2,1,1
1568,314,6,2,5,4,2,34,2,4,3,6,.523715552000166,4,4,3,4,4,4,4,2,3,2,3,3,2,2,3,3,3,3,3,3,3,4,3,3,2,2,3,2,2
1569,314,6,2,5,4,2,28,1,4,3,6,.523715552000166,1,4,4,4,4,4,4, ,4,3,8,8,2,2,8,3,2,3,3,3,3,9,9,3,3,3,2,2,3
1570,314,6,2,5,4,2,63,3,5,3,6,.523715552000166,9,4,4,4,7,7,4, ,9,8,8,8,2,8,8,8,1,8,8,2,2,3,3,4,9,4,2,8,8
1571,315,6,2,5,4,1,19,1,4,3,6,.523715552000166,8,1,4,4,7,2,2,1,4,8,8,1,3,3,2,8,2,8,8,3,3,1,2,1,1,1,2,1,3
1572,315,6,2,5,4,2,34,2,3,2,8,.523715552000166,1,3,4,4,4,4,4,8,1,2,2,2,3,3,3,3,2,2,3,2,3,4,4,4,2,2,1,1,3
1573,315,6,2,5,4,1,53,3,5,3,4,.523715552000166,8,4,4,4,4,4,4, ,3,2,3,3,2,2,2,3,3,2,3,3,3,4,2,4,4,4,2,4,3
1574,315,6,2,5,4,1,30,2,4,3,6,.523715552000166,4,2,4,4,4,4,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,4,4,2,2,2,4,2
1575,315,6,2,5,4,2,32,2,2,1,9,.523715552000166,8,4,4,4,4,4,4, ,3,2,1,1,2,2,3,3,3,3,3,2,3,4,4,3,3,3,3,4,2
1576,316,6,2,5,4,1,83,3,5,3,3,.523715552000166,8,4,4,4,7,7,4, ,8,3,8,8,2,2,8,8,3,8,8,9,3,4,4,4,4,4,4,4,2
1577,316,6,2,5,4,1,45,3,4,3,3,.523715552000166,1,3,4,4,4,4,4,3,8,4,3,8,3,4,8,8,2,8,8,3,3,3,4,4,4,4,4,4,1
1578,316,6,2,5,4,1,18,1,5,3,7,.523715552000166,2,4,4,4,4,4,4, ,8,4,4,8,1,1,8,3,1,3,4,3,3,4,4,3,4,4,2,2,3
1579,316,6,2,5,4,1,44,2,4,3,8,.523715552000166,1,3,4,4,4,4,4,8,4,3,3,3,2,2,2,2,3,3,3,4,3,4,4,4,4,4,4,4,4
1580,316,6,2,5,4,2,60,3,5,3,3,.523715552000166,8,4,4,4,7,7,4, ,8,3,4,2,2,2,2,8,8,8,3,3,3,4,4,4,4,4,4,4,1
1581,317,6,2,5,4,2,52,3,4,3,5,.523715552000166,1,4,4,4,7,4,4, ,4,2,3,8,2,2,2,8,2,2,8,3,3,3,4,4,4,4,4,4,2
1582,317,6,2,5,4,2,27,1,5,3,4,.523715552000166,8,4,4,4,4,7,4, ,6,3,3,2,2,2,2,8,3,2,2,2,4,4,4,4,4,4,4,4,3
1583,317,6,2,5,4,2,37,2,5,3,4,.523715552000166,1,2,4,4,4,4,4,2,4,8,2,2,3,2,3,8,2,2,8,3,3,2,4,4,4,4,4,3,3
1584,317,6,2,5,4,1,38,2,4,3,7,.523715552000166,1,2,4,4,4,4,4,2,4,3,2,8,3,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,2
1585,317,6,2,5,4,1,39,2,4,3,5,.523715552000166,1,2,4,4,4,4,4,2,4,3,2,2,3,2,3,3,2,2,8,3,3,2,4,4,4,4,2,3,3
1586,318,6,2,5,4,1,53,3,5,3,6,.523715552000166,8,4,4,4,7,4,4, ,8,1,3,3,1,1,3,8,2,2,8,2,3,2,2,4,4,4,2,4,4
1587,318,6,2,5,4,2,23,1,5,3,5,.523715552000166,8,2,3,4,4,4,2,2,5,3,2,2,2,2,2,3,2,2,8,2,3,4,4,4,4,4,2,4,3
1588,318,6,2,5,4,2,69,3,5,3,3,.523715552000166,1,4,4,4,7,7,4, ,4,2,2,2,2,2,2,8,2,2,3,2,2,4,4,4,4,4,2,4,2
1589,318,6,2,5,4,1,63,3,5,3,5,.523715552000166,1,4,4,4,7,7,4, ,8,3,2,2,3,3,3,3,2,2,8,2,2,4,4,4,4,4,2,4,2
1590,318,6,2,5,4,2,50,3,5,3,4,.523715552000166,5,4,4,4,4,7,4, ,5,2,2,2,2,2,2,8,2,8,8,2,2,4,4,4,4,4,2,4,3
1591,319,6,2,5,4,2,37,2,5,3,5,.523715552000166,2,4,4,4,4,4,4, ,6,2,2,8,8,2,2,8,2,2,8,8,3,4,4,4,4,4,2,4,2
1592,319,6,2,5,4,2,26,1,5,3,6,.523715552000166,8,4,4,4,4,4,4, ,6,3,2,3,3,3,3,8,3,2,8,3,3,4,4,4,4,4,2,2,4
1593,319,6,2,5,4,1,38,2,5,3,6,.523715552000166,6,4,4,4,4,4,4, ,6,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3
1594,319,6,2,5,4,1,67,3,5,3,4,.523715552000166,1,4,4,4,7,7,4, ,5,3,2,8,2,2,3,8,2,2,8,3,3,4,4,4,4,4,3,4,2
1595,319,6,2,5,4,2,88,3,3,2,1,.523715552000166,8,4,4,4,7,7,4, ,5,2,8,8,2,2,3,8,2,2,8,3,3,4,4,4,4,4,2,4,3
1596,320,6,2,5,4,1,31,2,5,3,8,.523715552000166,1,4,2,4,7,7,4,2,4,3,2,2,2,2,3,3,2,2,3,3,3,2,2,4,4,4,2,2,3
1597,320,6,2,5,4,2,57,3,5,3,3,.523715552000166,1,4,4,4,4,4,3,2,4,2,2,2,2,2,8,8,2,2,2,2,2,4,4,4,4,4,2,4,3
1598,320,6,2,5,4,1,21,1,5,3,7,.523715552000166,2,2,4,4,7,4,4,8,4,3,2,8,2,2,8,8,2,2,8,3,3,4,4,4,4,2,2,1,3
1599,320,6,2,5,4,1,69,3,5,3,4,.523715552000166,8,4,4,4,7,7,4, ,5,3,2,3,3,2,2,1,2,3,8,1,1,2,4,4,4,4,2,4,4
1600,320,6,2,5,4,2,29,1,5,3,4,.523715552000166,8,4,4,4,4,7,4, ,5,2,2,8,2,2,3,8,2,2,8,3,3,4,4,4,4,4,2,2,4
1601,321,3,3,2,2,2,45,3,4,3,6,.165704852209833,4,4,4,4,4,4,4, ,6,2,2,8,3,3,2,8,2,2,4,4,4,4,2,4,4,1,4,4,2
1602,321,3,3,2,2,1,18,1,5,3,5,.165704852209833,1,2,2,4,7,4,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,4,4,4,4,4,3
1603,321,3,3,2,2,1,59,3,5,3,3,.165704852209833,4,4,2,4,4,4,4,2,8,2,8,2,2,2,8,8,2,2,8,3,3,2,2,2,8,8,2,8,3
1604,321,3,3,2,2,1,51,3,5,3,3,.165704852209833,1,4,4,4,7,4,4, ,4,2,8,8,3,3,3,8,2,8,8,4,4,4,4,4,4,4,4,4,4
1605,321,3,3,2,2,2,28,1,4,3,5,.165704852209833,1,4,4,4,4,4,4, ,2,1,3,4,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,3
1606,322,3,3,2,2,1,42,2,4,3,6,.165704852209833,4,4,2,4,4,4,4,2,8,2,8,8,2,1,8,8,2,8,8,8,3,4,4,4,4,4,4,8,2
1607,322,3,3,2,2,2,36,2,5,3,5,.165704852209833,5,2,2,4,2,4,2,1,4,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1
1608,322,3,3,2,2,2,25,1,5,3,4,.165704852209833,8,4,4,4,7,7,4, ,3,2,2,2,2,2,2,8,2,2,8,3,2,4,4,4,4,4,4,8,2
1609,322,3,3,2,2,1,19,1,4,3,6,.165704852209833,1,3,3,4,4,4,4,2,4,3,2,2,2,2,2,3,2,2,3,3,3,2,2,4,4,4,4,3,2
1610,322,3,3,2,2,2,60,3,4,3,4,.165704852209833,2,4,4,4,4,4,4, ,5,3,2,8,1,1,2,2,2,2,8,3,2,3,4,4,4,4,4,4,2
1611,323,3,3,2,2,2,40,2,3,2,6,.165704852209833,3,2,2,4,4,4,4,2,2,2,2,2,3,3,3,3,2,3,3,2,3,4,4,4,4,4,2,2,2
1612,323,3,3,2,2,2,43,2,3,2,5,.165704852209833,6,4,4,4,4,4,4, ,4,2,2,2,2,2,2,2,2,2,8,2,2,4,4,4,4,4,4,4,2
1613,323,3,3,2,2,1,41,2,3,2,6,.165704852209833,5,4,4,4,4,4,4, ,5,2,2,2,3,3,3,2,2,2,3,3,3,4,4,4,4,4,4,4,3
1614,323,3,3,2,2,1,30,2,3,2,6,.165704852209833,5,2,2,4,4,4,4,8,5,2,8,2,2,2,3,8,2,8,8,2,3,4,4,4,4,4,2,4,3
1615,323,3,3,2,2,2,27,1,2,1,10,.165704852209833,6,2,1,4,7,4,4,2,5,2,3,8,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,3
1616,324,3,3,2,2,2,24,1,3,2,10,.165704852209833,1,2,2,4,4,4,4,2,4,1,2,2,1,1,2,2,1,2,2,2,3,1,1,2,1,2,1,1,3
1617,324,3,3,2,2,1,38,2,5,3,3,.165704852209833,8,4,4,4,7,4,4, ,8,2,2,2,3,3,3,8,9,3,9,2,3,2,2,8,4,4,4,8,2
1618,324,3,3,2,2,2,62,3,5,3,3,.165704852209833,1,4,4,4,7,7,4, ,8,8,8,8,8,2,8,8,8,2,8,8,8,8,8,8,9,4,4,8,8
1619,324,3,3,2,2,1,70,3,5,3,4,.165704852209833,2,4,4,4,7,4,4, ,5,3,2,2,2,2,3,2,2,2,8,2,3,2,3,4,3,2,4,8,4
1620,324,3,3,2,2,2,49,3,5,3,3,.165704852209833,2,4,4,4,7,7,4, ,2,4,2,2,2,2,2,8,8,2,8,9,2,1,1,1,8,4,2,8,2
1621,325,3,3,2,2,2,55,3,5,3,4,.165704852209833,8,4,4,4,4,4,4, ,5,2,2,3,2,2,2,2,2,8,8,2,2,4,4,4,4,4,4,4,3
1622,325,3,3,2,2,2,18,1,5,3,5,.165704852209833,5,4,4,4,4,4,4, ,4,3,2,2,3,3,3,3,2,3,2,3,3,4,4,4,4,4,4,4,2
1623,325,3,3,2,2,1,43,2,5,3,4,.165704852209833,5,2,2,4,4,4,4,1,6,3,2,2,2,2,2,8,2,2,8,2,2,2,2,2,2,2,2,2,2
1624,325,3,3,2,2,1,19,1,4,3,6,.165704852209833,2,2,2,4,7,4,4,1,3,3,3,3,2,2,2,2,2,3,2,2,3,4,4,4,4,4,4,4,2
1625,325,3,3,2,2,1,63,3,5,3,4,.165704852209833,5,2,4,4,7,4,4,2,4,2,2,3,2,2,2,2,2,2,3,2,3,2,4,4,4,4,2,4,3
1626,326,3,3,4,2,2,30,2,4,3,4,.180426221115492,1,2,4,3,3,4,4,2,6,2,4,2,3,2,4,2,2,3,4,4,2,2,2,4,4,4,4,4,4
1627,326,3,3,4,2,2,56,3,4,3,6,.180426221115492,5,2,4,4,7,4,4,8,5,2,2,2,2,3,2,2,2,2,8,2,2,2,4,4,4,4,3,8,4
1628,326,3,3,4,2,1,34,2,4,3,6,.180426221115492,5,2,3,4,4,4,4,2,5,4,2,2,4,3,4,4,2,1,4,4,4,3,4,4,4,4,4,4,2
1629,326,3,3,4,2,1,32,2,3,2,9,.180426221115492,2,2,2,4,7,4,4,2,5,4,2,2,2,1,4,2,2,3,4,2,4,4,4,4,4,4,4,4,3
1630,326,3,3,4,2,1,74,3,4,3,4,.180426221115492,4,4,4,4,7,7,4, ,5,3,3,2,2,2,3,3,2,8,3,2,2,4,4,4,4,4,4,4,4
1631,327,3,3,4,2,2,58,3,3,2,9,.180426221115492,3,2,4,4,7,7,4,8,5,2,8,8,2,2,2,2,1,8,8,3,2,2,2,2,2,2,2,2,3
1632,327,3,3,4,2,1,47,3,3,2,6,.180426221115492,5,2,2,3,3,4,4,4,5,3,3,3,1,2,2,2,2,3,4,2,2,2,4,3,3,3,4,3,4
1633,327,3,3,4,2,2,41,2,3,2,6,.180426221115492,1,3,3,4,7,8,4,2,6,3,2,2,2,2,2,2,2,8,2,2,2,3,3,3,3,3,3,3,3
1634,327,3,3,4,2,1,38,2,4,3,6,.180426221115492,1,2,2,2,2,2,2,2,6,8,8,2,3,3,3,8,2,3,8,3,3,4,4,4,4,4,4,4,3
1635,327,3,3,4,2,1,28,1,4,3,6,.180426221115492,6,2,4,2,4,3,3,3,5,2,3,8,2,2,2,1,3,3,1,1,8,1,4,3,4,2,3,3,2
1636,328,3,3,4,2,1,70,3,3,2,6,.180426221115492,5,2,4,4,7,7,4,8,3,3,2,2,2,3,3,3,2,2,2,4,4,2,3,3,2,4,3,2,2
1637,328,3,3,4,2,1,21,1,2,1,6,.180426221115492,3,2,4,3,7,7,4,3,5,4,2,3,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,4
1638,328,3,3,4,2,2,59,3,2,1,10,.180426221115492,6,2,2,4,7,4,4,2,5,2,3,3,3,4,3,2,1,2,4,4,4,2,3,3,4,4,4,3,3
1639,328,3,3,4,2,1,42,2,2,1,10,.180426221115492,5,1,1,4,4,4,4,3,6,1,3,4,1,1,4,1,1,4,8,1,2,2,2,3,4,4,2,1,4
1640,328,3,3,4,2,2,20,1,4,3,6,.180426221115492,6,1,2,4,7,4,4,2,5,2,2,2,2,1,3,2,2,3,4,4,4,2,2,4,9,4,4,4,3
1641,329,3,3,4,2,2,53,3,4,3,3,.180426221115492,1,4,4,4,4,4,4, ,6,3,4,4,1,1,1,1,1,3,1,1,1,1,1,1,4,4,1,1,4
1642,329,3,3,4,2,1,54,3,4,3,3,.180426221115492,2,4,4,4,7,4,4, ,4,2,3,8,2,1,8,8,3,8,8,2,3,3,3,2,3,3,3,3,4
1643,329,3,3,4,2,1,29,1,3,2,8,.180426221115492,6,2,4,4,7,4,4,2,3,2,2,2,3,3,4,2,2,3,4,2,4,3,3,4,4,4,3,4,2
1644,329,3,3,4,2,2,60,3,3,2,6,.180426221115492,2,4,4,4,7,7,4, ,6,2,2,8,2,2,2,1,1,3,8,1,1,1,1,1,9,1,1,1,3
1645,329,3,3,4,2,1,78,3,4,3,3,.180426221115492,8,2,3,4,7,4,4,2,5,2,2,2,2,1,2,2,2,2,4,4,4,2,2,4,4,4,4,4,4
1646,330,3,3,4,2,1,20,1,2,1,6,.180426221115492,3,4,2,4,4,4,2,2,5,3,2,2,3,3,2,2,2,2,3,2,2,4,4,4,4,4,2,4,3
1647,330,3,3,4,2,2,47,3,3,2,6,.180426221115492,4,3,4,4,4,2,2,2,5,3,2,2,2,2,2,4,2,2,4,2,2,3,3,3,4,4,3,4,3
1648,330,3,3,4,2,1,57,3,4,3,5,.180426221115492,2,4,4,4,4,4,4, ,5,3,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,3
1649,330,3,3,4,2,2,68,3,2,1,9,.180426221115492,2,3,4,4,4,4,4,2,8,2,2,2,2,3,8,2,2,2,8,2,2,4,4,4,4,4,4,4,2
1650,330,3,3,4,2,2,21,1,4,3,6,.180426221115492,6,3,3,4,2,3,3,1,4,3,2,2,2,3,3,2,2,2,4,2,2,2,2,4,4,4,4,2,3
1651,331,3,3,4,2,1,71,3,2,1,10,.180426221115492,3,4,3,2,4,3,3,2,3,4,3,2,3,2,2,3,2,3,3,2,4,4,4,3,3,4,3,3,3
1652,331,3,3,4,2,2,44,2,3,2,6,.180426221115492,1,4,3,2,2,3,2,2,4,4,8,4,3,2,3,3,2,4,3,4,3,4,4,3,3,4,3,3,3
1653,331,3,3,4,2,2,42,2,3,2,10,.180426221115492,2,4,3,3,4,3,2,2,6,4,3,3,4,3,3,8,4,3,3,4,3,4,4,4,4,4,4,4,4
1654,331,3,3,4,2,2,29,1,3,2,10,.180426221115492,2,4,3,3,3,4,3,2,4,8,3,3,1,1,2,4,3,3,3,4,3,3,3,3,4,3,3,4,4
1655,331,3,3,4,2,1,18,1,3,2,5,.180426221115492,6,1,2,4,4,3,2,2,4,4,2,2,4,4,2,3,2,2,2,2,3,1,1,2,4,3,2,2,2
1656,332,3,3,4,2,1,19,1,3,2,6,.180426221115492,2,1,1,2,4,4,4,2,5,3,2,2,3,3,3,8,1,2,3,3,3,4,4,4,4,4,4,4,3
1657,332,3,3,4,2,2,50,3,3,2,10,.180426221115492,8,1,4,4,4,4,4,8,5,3,2,2,2,1,3,8,1,8,3,3,3,8,8,8,8,8,8,8,4
1658,332,3,3,4,2,2,18,1,4,3,7,.180426221115492,1,1,1,4,4,4,4,2,5,3,2,2,1,1,3,2,1,2,3,2,3,4,4,4,4,4,2,2,4
1659,332,3,3,4,2,1,33,2,3,2,6,.180426221115492,1,1,4,4,4,4,4,8,3,3,2,2,2,2,2,2,1,2,2,2,3,2,4,4,4,4,1,2,4
1660,332,3,3,4,2,2,68,3,4,3,4,.180426221115492,8,1,4,4,4,4,4,2,5,2,8,8,2,2,2,1,1,8,8,2,2,4,4,4,4,4,4,4,3
1661,333,3,3,4,2,2,27,1,3,2,8,.180426221115492,4,2,1,4,2,1,2,2,6,1,3,3,2,2,2,1,1,4,1,1,2,2,4,4,4,4,3,3,3
1662,333,3,3,4,2,2,53,3,5,3,4,.180426221115492,1,4,2,4,4,4,4,2,4,2,2,2,1,1,2,8,2,8,8,2,2,1,2,8,8,4,1,8,3
1663,333,3,3,4,2,1,46,3,2,1,10,.180426221115492,1,2,1,4,4,4,2,1,6,2,2,2,3,3,8,2,1,8,3,2,3,3,3,4,4,4,2,8,3
1664,333,3,3,4,2,1,74,3,4,3,4,.180426221115492,2,2,4,4,7,7,4,8,6,2,2,8,3,3,3,8,2,8,3,2,3,4,4,4,8,4,4,8,2
1665,333,3,3,4,2,1,25,1,3,2,8,.180426221115492,4,4,1,4,7,4,4,2,5,3,2,2,3,3,2,8,2,8,3,2,3,3,4,4,4,3,4,3,3
1666,334,3,3,4,2,2,33,2,3,2,8,.180426221115492,2,1,2,4,4,4,4,2,8,3,2,2,3,3,3,8,2,2,8,8,3,4,4,4,4,4,4,1,3
1667,334,3,3,4,2,2,19,1,3,2,6,.180426221115492,8,1,4,4,4,4,4,3,5,2,2,8,2,2,2,1,1,3,8,2,3,2,4,4,4,4,4,1,4
1668,334,3,3,4,2,1,32,2,3,2,6,.180426221115492,5,1,4,4,4,4,4,8,8,3,2,2,2,2,8,8,1,3,3,2,3,4,4,4,4,4,1,1,3
1669,334,3,3,4,2,2,70,3,4,3,4,.180426221115492,8,1,4,4,4,4,4,3,8,1,3,3,2,2,2,8,2,2,8,2,2,4,4,4,4,4,1,4,3
1670,334,3,3,4,2,1,25,1,3,2,7,.180426221115492,2,1,1,4,4,4,4,2,4,2,2,2,2,2,2,8,2,8,8,2,3,4,4,4,4,4,2,1,3
1671,335,3,3,4,2,1,26,1,3,2,10,.180426221115492,6,3,2,4,4,3,3,2,3,3,1,1,3,3,3,1,1,2,4,3,3,8,8,4,3,3,3,2,3
1672,335,3,3,4,2,1,53,3,4,3,6,.180426221115492,5,4,2,4,4,4,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,3,4,2
1673,335,3,3,4,2,2,39,2,4,3,5,.180426221115492,4,4,2,4,4,4,4,2,6,2,2,3,1,1,8,2,2,3,1,1,1,3,4,4,4,4,3,4,3
1674,335,3,3,4,2,2,32,2,4,3,5,.180426221115492,1,4,2,4,4,4,4,2,4,3,2,3,1,3,2,1,2,2,3,3,3,4,4,4,4,4,4,4,3
1675,335,3,3,4,2,1,32,2,4,3,7,.180426221115492,4,3,4,4,4,4,2,1,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,3
1676,336,3,3,4,2,1,47,3,4,3,6,.180426221115492,1,2,2,4,4,4,3,2,4,2,3,3,2,1,2,2,2,8,3,3,3,2,2,2,2,3,1,1,2
1677,336,3,3,4,2,2,39,2,4,3,5,.180426221115492,2,2,1,4,3,1,4,2,4,2,3,2,2,1,3,8,2,8,3,8,2,2,2,4,2,4,4,4,3
1678,336,3,3,4,2,1,67,3,5,3,6,.180426221115492,1,4,2,4,7,7,4,1,3,3,1,1,3,3,3,8,1,1,3,3,3,2,2,8,9,4,8,8,2
1679,336,3,3,4,2,2,48,3,5,3,3,.180426221115492,1,4,3,4,4,7,4,1,5,3,1,1,2,2,3,3,1,8,8,4,2,4,4,4,8,4,4,4,3
1680,336,3,3,4,2,1,59,3,4,3,10,.180426221115492,2,4,4,4,4,7,4, ,4,3,2,2,3,3,3,3,2,2,3,3,3,2,4,2,9,2,1,4,3
1681,337,3,3,4,2,2,44,2,5,3,4,.180426221115492,4,4,4,4,3,3,4,8,5,3,2,3,3,2,4,4,2,3,2,3,4,4,4,4,4,4,3,9,3
1682,337,3,3,4,2,1,50,3,4,3,6,.180426221115492,2,4,2,4,2,4,4,2,4,3,4,3,3,2,3,4,3,4,3,4,3,4,3,4,3,2,3,4,2
1683,337,3,3,4,2,1,21,1,3,2,8,.180426221115492,1,2,3,2,4,4,4,8,2,4,3,4,4,3,2,8,8,3,2,3,4,3,4,4,2,3,4,3,2
1684,337,3,3,4,2,2,20,1,3,2,6,.180426221115492,3,4,3,2,3,3,2,4,4,2,3,4,4,3,2,3,4,3,2,3,2,4,4,4,3,4,4,4,2
